"","ListID","SpeciesID","Freq"
"101","fulton","Andropogon gyrans",1
"102","fulton","Andropogon virginicus",1
"103","fulton","Angelica venenosa",1
"104","fulton","Antennaria solitaria",1
"105","fulton","Apios americana",2
"106","fulton","Arenaria lanuginosa",1
"107","fulton","Arisaema dracontium",1
"108","fulton","Athyrium filix-femina",1
"109","fulton","Atrichum angustatum",1
"110","fulton","Betula alleghaniensis",3
"111","fulton","Betula nigra",11
"112","fulton","Bidens frondosa",1
"113","fulton","Carex louisianica",1
"114","fulton","Carpinus caroliniana",102
"115","fulton","Carya alba",32
"116","fulton","Carya glabra",37
"117","fulton","Carya laciniosa",2
"118","fulton","Ceanothus americanus",2
"119","fulton","Cercis canadensis",28
"120","fulton","Chasmanthium laxum",1
"121","fulton","Coreopsis tinctoria",1
"122","fulton","Cornus florida",595
"123","fulton","Desmodium marilandicum",1
"124","fulton","Dichanthelium aciculare",1
"125","fulton","Dichanthelium acuminatum",1
"126","fulton","Dichanthelium boscii",1
"127","fulton","Dichanthelium scoparium",1
"128","fulton","Dichanthelium strigosum",1
"129","fulton","Diospyros virginiana",31
"130","fulton","Eleocharis obtusa",1
"131","fulton","Euphorbia pubentissima",1
"132","fulton","Fagus grandifolia",36
"133","fulton","Fraxinus americana",7
"134","fulton","Fraxinus pennsylvanica",24
"135","fulton","Frullania brittoniae",1
"136","fulton","Frullania plana",1
"137","fulton","Galium tinctorium",1
"138","fulton","Geum canadense",1
"139","fulton","Glyceria striata",1
"140","fulton","Helenium amarum",1
"141","fulton","Helenium tenuifolium",1
"142","fulton","Hydrangea arborescens",2
"143","fulton","Ilex glabra",1
"144","fulton","Ilex opaca",4
"145","fulton","Ipomoea lacunosa",1
"146","fulton","Juncus acuminatus",1
"147","fulton","Juncus diffusissimus",1
"148","fulton","Juncus effusus",1
"149","fulton","Juniperus virginiana",16
"150","fulton","Keteleeria davidiana",1
"151","fulton","Leersia oryzoides",1
"152","fulton","Liquidambar styraciflua",1426
"153","fulton","Liriodendron tulipifera",1085
"154","fulton","Lyonia lucida",1
"155","fulton","Magnolia grandiflora",22
"156","fulton","Magnolia macrophylla",4
"157","fulton","Marcgravia rectiflora",1
"158","fulton","Mimosa microphylla",1
"159","fulton","Mimulus ringens",1
"160","fulton","Morus rubra",13
"161","fulton","Nyssa biflora",51
"162","fulton","Nyssa sylvatica",196
"163","fulton","Ostrya virginiana",3
"164","fulton","Oxydendrum arboreum",280
"165","fulton","Persicaria hydropiperoides",1
"166","fulton","Phaseolus polystachios",1
"167","fulton","Pinus echinata",293
"168","fulton","Pinus palustris",6
"169","fulton","Pinus rigida",1
"170","fulton","Pinus taeda",3513
"171","fulton","Pinus virginiana",30
"172","fulton","Platanus occidentalis",11
"173","fulton","Prunus serotina",122
"174","fulton","Pterocaulon pycnostachyum",1
"175","fulton","Quercus alba",499
"176","fulton","Quercus coccinea",125
"177","fulton","Quercus falcata",267
"178","fulton","Quercus laurifolia",27
"179","fulton","Quercus lyrata",11
"180","fulton","Quercus marilandica",2
"181","fulton","Quercus michauxii",5
"182","fulton","Quercus muehlenbergii",2
"183","fulton","Quercus nigra",150
"184","fulton","Quercus pagoda",6
"185","fulton","Quercus phellos",7
"186","fulton","Quercus rubra",139
"187","fulton","Quercus stellata",92
"188","fulton","Quercus texana",1
"189","fulton","Quercus velutina",125
"190","fulton","Rorippa palustris",1
"191","fulton","Ruellia ciliosa",1
"192","fulton","Sassafras albidum",2
"193","fulton","Setaria parviflora",1
"194","fulton","Tridens flavus",2
"195","fulton","Trillium rugelii",1
"196","fulton","Triodanis perfoliata",2
"197","fulton","Ulmus alata",5
"198","fulton","Ulmus americana",8
"199","fulton","Ulmus rubra",1
"200","fulton","Vicia hugeri",1
"201","cobb","Acer barbatum",4
"202","cobb","Acer leucoderme",1
"203","cobb","Acer rubrum",163
"204","cobb","Andropogon gerardii",1
"205","cobb","Asclepias verticillata",1
"206","cobb","Calycanthus floridus",1
"207","cobb","Campanula divaricata",2
"208","cobb","Carex pensylvanica",1
"209","cobb","Carpinus caroliniana",22
"210","cobb","Carya alba",3
"211","cobb","Carya glabra",2
"212","cobb","Cercis canadensis",7
"213","cobb","Cornus florida",115
"214","cobb","Dichanthelium commutatum",1
"215","cobb","Dichanthelium sphaerocarpon",1
"216","cobb","Diospyros virginiana",23
"217","cobb","Fagus grandifolia",10
"218","cobb","Fraxinus pennsylvanica",2
"219","cobb","Gleditsia triacanthos",2
"220","cobb","Juncus canadensis",1
"221","cobb","Juniperus virginiana",9
"222","cobb","Liquidambar styraciflua",638
"223","cobb","Liriodendron tulipifera",427
"224","cobb","Magnolia grandiflora",7
"225","cobb","Malus angustifolia",1
"226","cobb","Morus rubra",2
"227","cobb","Nyssa biflora",13
"228","cobb","Nyssa sylvatica",72
"229","cobb","Oxydendrum arboreum",55
"230","cobb","Pinus echinata",216
"231","cobb","Pinus taeda",2504
"232","cobb","Pinus virginiana",15
"233","cobb","Prunus serotina",103
"234","cobb","Quercus alba",170
"235","cobb","Quercus coccinea",17
"236","cobb","Quercus falcata",160
"237","cobb","Quercus laurifolia",36
"238","cobb","Quercus marilandica",4
"239","cobb","Quercus nigra",82
"240","cobb","Quercus phellos",1
"241","cobb","Quercus rubra",56
"242","cobb","Quercus shumardii",1
"243","cobb","Quercus stellata",32
"244","cobb","Quercus velutina",37
"245","cobb","Robinia pseudoacacia",3
"246","cobb","Rubus trivialis",1
"247","cobb","Salvia urticifolia",1
"248","cobb","Sassafras albidum",17
"249","cobb","Selaginella rupestris",1
"250","cobb","Tilia americana",2
"251","cobb","Triodanis biflora",1
"252","cobb","Triodanis perfoliata",3
